student_id,study_hours,sleep_hours,screen_time,cgpa,grade_category
1001,17.483570765056164,9.099033154879002,3.649643450051237,2.436876976849044,C
1002,14.308678494144075,8.386950524369153,4.710962658568964,2.8558459956881994,B
1003,15.130455251054167,7.089445554880261,3.415160158000077,3.0345577866313427,B
1004,15.130455251054167,6.029594833441639,4.384076940721919,3.955075062936076,A
1005,13.82923312638332,8.047334970420385,1.212770666092429,3.422621249813504,B
1006,13.829315215254097,7.590228078132625,5.426587414745877,2.665807372360044,A
1007,22.896064077536955,8.342789830041598,5.002410950724449,3.394414515767055,A
1008,18.837173645764544,7.952757702522954,3.3658227378636187,2.581078404424654,A
1009,12.65262807032524,8.574329072979003,6.31849133686481,3.6330764215548297,C
1010,17.712800217929825,6.197147182659148,6.875140275253116,3.0115501392728485,B
1012,12.671351232148716,7.296399407038599,3.474550442867572,3.730318659016876,A
1013,16.20981135783017,10.1128913089379,3.4617153004254035,2.6851345725663003,D
1014,5.43359877671101,5.966218272865648,3.120193797782271,2.641152725954804,D
1015,6.375410837434837,9.603945704747874,6.658949683863497,2.9665602694615982,B
1017,9.93584439832788,6.022872994578328,4.470970317378779,2.592261569809263,B
1018,16.571236662976368,6.274171248918518,0.9922752711864932,2.067137760755773,A
1019,10.459879622393943,6.519479037708519,6.2708360604184525,3.0195364566364007,A
1020,7.938481493323542,7.636248919602875,2.521483210293055,3.4206963199643683,D
1021,22.32824384460777,7.784253232053249,5.119865260532657,3.680104699895532,B
1022,13.871118497567322,6.139449994092131,5.554753875916384,3.0147354551658405,B
1023,15.33764102343962,6.963468111608526,7.7213171916773025,3.0354293571535997,B
1024,7.8762590689327165,10.213405537917795,2.382359201761776,3.661560293702299,A
1025,12.278086377374088,9.591314755151068,-1.0390243116416509,2.452103320121832,C
1026,15.55461294854933,7.654485504511048,5.36769908950739,3.0445916899267966,B
1027,9.245032112888486,7.057005217252301,8.601022363021707,3.2761695559700232,A
1028,16.87849009172836,7.180046990077392,7.477892705878874,3.379687488514014,D
1029,11.996806550405974,7.9202769590956255,5.419318830549251,2.996077322723647,A
1030,13.541531251033616,5.465811152202392,4.0167276287359055,3.2137764046823367,B
1031,11.991466938853016,6.613935193864982,6.614245193274621,2.204669058634805,A
1032,24.261390922544688,4.497123889183616,3.0529076005910625,2.936700635066461,B
1033,14.932513876310331,7.598834683907919,5.952715538712439,3.381403485021788,B
1034,9.711445355220498,7.970793909554112,6.010940318333254,2.8070823862981285,B
1035,19.112724560515943,6.275220306550939,7.12041981499776,3.223593688635839,A
1036,8.895781750144888,9.360980144935048,10.519320077822156,3.378749000321079,B
1037,16.044317975023777,5.161351505496488,5.784831934357534,3.0629803196568943,B
1038,5.201649380601122,4.80343767968527,3.9820727485850025,3.2681855083986284,D
1039,8.359069755507846,7.336677727839958,4.948851375616012,2.8149069738861554,C
1040,15.984306179345618,8.570647453918232,1.4618481902217637,3.1173554881215817,C
1041,18.692332899977053,9.525891537186803,3.610573737821884,3.4440864678356893,B
1042,15.856841405949853,6.31167360569659,4.181435123773792,3.262789184387374,B
1043,14.421758588058797,8.618021250146944,3.951823204130815,2.965387492174426,A
1044,13.494481522053556,6.94223729574894,5.304709744067444,3.2896865617163176,B
1045,15.130455251054167,6.74105905008877,3.355160135235599,3.4858439162546477,A
1046,11.400778958026455,8.325489906230008,7.242061334648943,2.380023488569009,A
1047,12.696806145201062,7.978484317620129,5.000414129836394,3.66362962598236,B
1048,20.285611131094576,4.635411764523626,4.981399357722771,3.0654981045275718,A
1049,16.71809144784231,9.214810524588843,4.344210566974164,3.3701959732960924,D
1050,6.18479922318633,9.070137031221178,5.310381367717958,3.6788987694580912,B
