student_id,study_hours,sleep_hours,screen_time,cgpa,grade_category
1001,17.483570765056164,9.099033154879002,3.649643450051237,2.4368769768490437,C
1002,14.308678494144077,8.386950524369153,4.710962658568964,2.8558459956881994,B
1003,,7.089445554880261,3.415160158000077,3.0345577866313427,b
1004,,6.029594833441639,4.384076940721919,3.9550750629360762,A
1005,13.82923312638332,8.047334970420385,1.2127706660924287,3.4226212498135036,b
1006,13.829315215254097,7.590228078132625,5.426587414745877,2.6658073723600437,A
1007,22.896064077536955,8.342789830041598,5.002410950724449,3.394414515767055,A
1008,18.837173645764544,7.9527577025229546,3.3658227378636187,2.581078404424654,A
1009,12.652628070325239,8.574329072979003,6.31849133686481,3.6330764215548297,C
1010,17.712800217929825,6.1971471826591475,6.875140275253116,3.0115501392728485,B
1011,12.682911535937688,26.0,1.7848802712620517,3.1625455245043317, D 
1012,12.671351232148716,7.296399407038599,3.4745504428675718,3.730318659016876,A
1013,16.20981135783017,10.112891308937899,3.4617153004254035,2.6851345725663003, D 
1014,5.43359877671101,5.966218272865648,3.120193797782271,2.6411527259548038, D 
1015,6.375410837434837,9.603945704747874,6.658949683863497,2.9665602694615982,B
1016,12.188562353795136,7.296866175193972,4.612347722454393,5.2,C
1017,9.93584439832788,6.022872994578328,4.470970317378779,2.592261569809263,B
1018,16.571236662976368,6.274171248918518,0.9922752711864931,2.067137760755773,A
1019,10.459879622393945,6.519479037708519,6.2708360604184525,3.0195364566364007,A
1020,7.938481493323542,7.636248919602875,2.521483210293055,3.4206963199643683, D 
1021,22.32824384460777,7.784253232053249,5.119865260532657,3.680104699895532,B
1022,13.871118497567322,6.139449994092131,5.554753875916384,3.0147354551658405,B
1023,15.33764102343962,6.963468111608526,7.7213171916773025,3.0354293571535993,B
1024,7.8762590689327165,10.213405537917795,2.382359201761776,3.661560293702299,A
1025,12.278086377374088,9.591314755151068,-1.0390243116416507,2.452103320121832,C
1026,15.55461294854933,7.654485504511048,5.36769908950739,3.0445916899267966,B
1027,9.245032112888486,7.057005217252301,8.601022363021707,3.2761695559700232,A
1028,16.87849009172836,7.1800469900773916,7.477892705878874,3.379687488514014, D 
1029,11.996806550405974,7.9202769590956255,5.419318830549251,2.996077322723647,A
